id_equipamento,ibge,uf,cidade,nome,responsavel,telefone,endereco,numero,complemento,referencia,bairro,cep,georef_location,data_atualizacao
487149,522010,GO,SÃO LUÍS DE MONTES BELOS,"DIVISÃO  SOCIOASSISTÊNCIAL  ",,,RIO DA PRATA 717,717,,,MONTES BELOS,76100000,"-16.518944577821078\,-50.36839745291219",2023-01-06T04:57:16.945Z
487153,430930,RS,GUAÍBA,Cadastro Unico,,,Serafim Silva 50,50,predio,Ao lado da Brigada Militar,centro,92704645,"-30.108083147899457\,-51.31361961364747",2023-01-06T04:57:16.696Z
487155,210320,MA,CHAPADINHA,Posto de Cadastro Único,,,Ataliba Vieira de Almeida 2650,2650,,Brasil Car,Campo Velho,65500000,"-3.7447704173542453\,-43.34570169521613",2023-01-06T04:57:16.864Z
487156,330460,RJ,SANTA MARIA MADALENA,"Sala do Cadastro Único ",,,Coronel Portugal 16,16,sobrado,Secretaria de Assistência Social,Centro,28770000,"-21.954882461565656\,-42.008070945739746",2023-01-06T04:57:16.864Z
487157,261245,PE,SANTA CRUZ,CADASTRO UNICO EM SANTA CRUZ,,,HERCÍLIO DE ARAUJO FERREIRA 181,181,TÉRREO,PROXIMO A ESCOLA MUNICIPAL ANSELMO CORDEIRO GUIMARAES,CENTRO,56215000,"-8.23797081644005\,-40.32825350750756",2023-01-06T04:57:16.864Z
487158,260290,PE,CABO DE SANTO AGOSTINHO,POSTO CADASTRO ÚNICO PONTE DOS CARVALHOS,,,BOM CONSELHO 316,316,A,,PONTE DOS CARVALHOS,54580430,"-8.232249612101244\,-34.97637033462525",2023-01-06T04:57:16.864Z
487159,292220,BA,MUNIZ FERREIRA,DEPARTAMENTO CADASTRO UNICO MUNIZ FERREIRA,,,Barão de Taitinga 0,0,,,CENTRO,44575000,"-12.998996333410021\,-39.11149978637696",2023-01-06T04:57:16.864Z
487160,260290,PE,CABO DE SANTO AGOSTINHO,POSTO CADASTRO ÚNICO DO CENTRO,,,TENENTE MANOEL BARBOSA DA SILVA 76,76,,,CENTRO,54510005,"-8.282407202376742\,-35.03007888793946",2023-01-06T04:57:16.864Z
487161,211190,MA,SUCUPIRA DO NORTE,POSTO DE  CADASTRO DO CADUNICO,,,PADRE LUIS FALONE 10,10,,,centro,65860000,"-6.476672268297407\,-44.18795108780615",2023-01-06T04:57:16.696Z
487163,431800,RS,SÃO BORJA,Cadastro Único,,,Presidente Vargas 1429,1429,,"Junto a Secretaria de Desenvolvimento Social, em frente ao Hospital Ivan Goulart.",Centro,97670000,"-28.65978835912036\,-56.00542545318604",2023-01-06T04:57:16.864Z
487164,250077,PB,APARECIDA,Posto de Atendimento do Cadastro Único,,,Manoel Mendes 80,80,em frente a secretaria de obras,,Independência,58823000,"-6.790655714862518\,-38.084154725074775",2023-01-06T04:57:16.864Z
487165,314430,MG,NANUQUE,CAD ÚNICO / PBF NANUQUE,,,MUCURI 1125,1125,,PRÓXIMO AO ESCRITÓRIO DA COPASA,CENTRO,39860000,"-17.838995033545952\,-40.346117913723",2023-01-06T04:57:16.864Z
487166,350900,SP,CAIEIRAS,Gestão do Cadastro Único e Programa Bolsa Família,,,PROFESSOR CARVALHO PINTO 207,207,"1º andar, sala 10",1º Andar - Sala 10,Centro,07700210,"-23.365427650308252\,-46.749411821365356",2023-01-06T04:57:16.864Z
487167,211170,MA,SÃO VICENTE FERRER,POSTO DO CADASTRO ÚNICO - CadÚnico,,,Dr. Arouche 0,0,,,Centro,65220000,"-2.893409388042828\,-44.88033056259156",2023-01-06T04:57:16.864Z
487168,210440,MA,GONÇALVES DIAS,"POSTO DO CADASTRO UNICO ",,,RUI BARBOSA 0,0,,POSTO DE COMBUSTÍVEL E PONTE,CENTRO,65775000,"-5.14826406084862\,-44.29884910583497",2023-01-06T04:57:16.864Z
487172,520800,GO,FORMOSA,Cadastro Único/Bolsa Família,,,Praça do Mercado 460,460,,,Centro,73801620,"-15.540411099642425\,-47.34127958574391",2023-01-06T04:57:16.864Z
487173,280740,SE,TOBIAS BARRETO,DEPARTAMENTO CADASTRO UNICO TOBIAS BARRETO,,,PREFEITO DR. JOSE AIRTON DEA ANDRADE 0,0,,,CENTRO,49300000,"-11.182601434739036\,-37.99793243408204",2023-01-06T04:57:16.774Z
487174,210390,MA,DUQUE BACELAR,Posto de Cadastro Unico,,,Coronel Rosalino 160,160,,,centro,65625000,"-4.15569718964961\,-42.94863939328935",2023-01-06T04:57:16.864Z
487175,250090,PB,ARARA,Cadastro Unico Municipal do Programas Sociais,,,Rua Manoel Candido do Nascimento 01,01,,Próximo a Creche Municipal,Centro,58396000,"-6.8303918913323605\,-35.76135635375977",2023-01-06T04:57:16.864Z
487176,521015,GO,IPIRANGA DE GOIÁS,POSTOS DE CAD UNICO,,,CERES 0000,0000,00,,CENTRO,76304000,"-15.17\,-49.67",2023-01-06T04:57:16.774Z
487177,250355,PB,CACIMBAS,"Posto do Cadastro Único - CadÚnico ",,,Rua Vereador Manoel de Almeida 00,00,,,Centro,58698000,"-7.218500587486826\,-37.15245723724366",2023-01-06T04:57:16.774Z
487179,220669,PI,MURICI DOS PORTELAS,SETOR CADASTRO ÚNICO E PBF,,,Gumercindo Gomes 00000,00000,,,Centro,64175000,"-3.319\,-42.094",2023-01-06T04:57:16.864Z
487181,280220,SE,FEIRA NOVA,Posto do Cadastro Único,,,NOSSA SENHORA DAS GRAÇAS 00,00,,SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL,CENTRO,49670000,"-10.26655054369078\,-37.30805754661561",2023-01-06T04:57:16.864Z
487182,316990,MG,UBÁ,Setor do Cadastro Único,,,São Januário 28,28,Fórum Cultural,Prédio do Antigo Fórum,Centro,36500066,"-21.119741046566123\,-42.94295597082965",2023-01-06T04:57:16.864Z
487183,211105,MA,SÃO JOÃO DO PARAÍSO,NÚCLEO DE CADASTRAMENTO ÚNICO DE SÃO JOÃO DO PARAISO,,,ARGEMIRO AGUIAR DE AZEVEDO 00,00,,,CENTRO,65973000,"-6.461\,-47.058",2023-01-06T04:57:16.864Z
487184,310160,MG,ALFENAS,CENTRAL DE CADASTRAMENTO DO BOLSA FAMÍLIA,,,RUI BARBOSA 198,198,,,CENTRO,37130000,"-21.429\,-45.947",2023-01-06T04:57:16.864Z
487187,316130,MG,SÃO FRANCISCO DE SALES,Posto do Cadastro Unico,,,TREZE 2616,2616,,Ao lado da Capela Nossa Senhora Aparecida,NOVO HORIZONTE,38260000,"-19.85863742875268\,-49.767379760742195",2023-01-06T04:57:16.864Z
487188,150140,PA,BELÉM,CENTRAL DO CADASTRO ÚNICO,,,AUGUSTO MONTENEGRO 6955,6955,,PRÓXIMO À ESTAÇÃO DO TAPANÃ,PARQUE VERDE,66635921,"-1.3439531368965316\,-48.45209419727326",2023-01-06T04:57:16.864Z
487189,211003,MA,SANTA LUZIA DO PARUÁ,CADASTRO ÚNICO,,,DUQUE DE CAXIAS 00,00,,EDIFÍCIO PINHEIRENSE,CENTRO,65272000,"-2.5439363745889483\,-45.774857997894294",2023-01-06T04:57:16.945Z
487190,291730,BA,ITUBERÁ,POSTO SEDE - CADASTRO UNICO -PROGRAMA BOLSA FAMILIA ITUBERA,,,HILDEBRANDO ARAUJO GOES 00,00,,ANTIGO COLÉGIO CEPRIMA,CENTRO,45435000,"-13.734001101124557\,-39.14425277696865",2023-01-06T04:57:16.945Z
487191,241355,RN,SERRINHA DOS PINTOS,Cadastro Único de Serrinha dos Pintos,,,Eugênio Costa 72,72,"Prédio ",Centro Administrativo Renato Estevão de Freitas,Centro,59808000,"-6.114184616485839\,-37.957592010498054",2023-01-06T04:57:16.945Z
487192,260845,PE,LAGOA DO CARRO,POSTO SEDE DO CADUNICO,,,JOSE SEBASTIAO DE LIMA 56,56,,,CENTRO,55820000,"-7.839347763447875\,-35.310075282905025",2023-01-06T04:57:16.864Z
487195,350745,SP,BOREBI,POSTO DO CADASTRO UNICO - BOREBI,,,TIRADENTES 634,634,,Em frente a praça Rubens Pietrarroia,CENTRO,18675000,"-22.569435826374185\,-48.971579074859626",2023-01-06T04:57:16.945Z
487197,210530,MA,IMPERATRIZ,POSTO DO CADASTRO ÚNICO,,,João Lisboa 40,40,,,CENTRO,65900000,"-5.5294289129270675\,-47.484712600708015",2023-01-06T04:57:16.945Z
487198,210530,MA,IMPERATRIZ,POSTO DO CADASTRO ÚNICO - CASA DO IDOSO,,,Rui Barbosa 209,209,,,CENTRO,65900000,"-5.527298465940907\,-47.489975094795234",2023-01-06T04:57:16.945Z
487199,210177,MA,BELA VISTA DO MARANHÃO,Setor de Cadastro Único para Programas Sociais do Governo Federal - CadÚnico,,,da Palmeira 00,00,,,Centro,65335000,"-3.731\,-45.315",2023-01-06T04:57:16.864Z
487200,411990,PR,PONTA GROSSA,Unidade Móvel,,,Joaquim Nabuco 59,59,,,Uvaranas,84026080,"-25.095461095098248\,-50.15138268492593",2023-01-06T04:57:16.864Z
487202,353680,SP,PEDRA BELA,CADASTRO UNICO DE PEDRA BELA,,,Praça Nossa Senhora Aparecida 39,39,,,centro,12990000,"-22.79186071348505\,-46.44219160079957",2023-01-06T04:57:16.864Z
487204,290960,BA,CRISÓPOLIS,Posto do Cadastro Ùnico,,,Frei Lourenço 331,331,,,centro,48480000,"-11.507549471380136\,-38.152341842651374",2023-01-06T04:57:16.864Z
487206,270020,AL,ANADIA,POSTO CADASTRO ÚNICO,,,NETO BONFIM 00,00,,,CENTRO,57660000,"-9.684\,-36.304",2023-01-06T04:57:16.864Z
487209,293060,BA,SERROLÂNDIA,UNIDADE DO CADASTRO ÚNICO DE SERROLÂNDIA,,,JUSTINIANO GONÇALVES 00,00,,,CINELEX,44471000,"-11.419808209310325\,-40.29531565567595",2023-01-06T04:57:16.864Z
487210,310470,MG,ATALÉIA,Posto do Cadastro Único - CADUNICO,,,ANTÔNIO LEMOS 146,146,,,CENTRO,39850000,"-18.042482157008465\,-41.11046433448792",2023-01-06T04:57:16.774Z
487214,350190,SP,AMPARO,Central de Atendimento CadÚnico,,,Melvin Jones 16,16,,Ao lado do Centro de Especialidades - Postão,Centro,13901171,"-22.701\,-46.764",2023-01-06T04:57:16.774Z
487215,150650,PA,SANTA ISABEL DO PARÁ,CADASTRO ÚNICO/BOLSA FAMÍLIA,,,JOSÉ AMÂNCIO 0,0,,FUNCIONAMENTO ANEXO À SECRETARIA MUNICIPAL DE TRABALHO E PROMOÇÃO SOCIAL,CENTRO,68790000,"-1.2981531847577803\,-48.1627643108368",2023-01-06T04:57:16.774Z
487217,251000,PB,NAZAREZINHO,Prefeitura Nazarezinho CadÚnico,,,MANOEL MENDES 00,00,,,CENTRO,58817000,"-6.915669683963274\,-38.32672834396363",2023-01-06T04:57:16.864Z
487218,250415,PB,CASSERENGUE,Cadastro Unico Municipal dos Programas Sociais,,,Durval da Costa Lira 02,02,,,Centro,58230000,"-6.783\,-35.821",2023-01-06T04:57:16.774Z
487219,410400,PR,CAMPINA GRANDE DO SUL,Centro de Atenção e Inclusão Social (CAIS) Jurema dos Santos Valenga,,,TELEMACO CRISOSTOMO DA SILVA 87,87,,,CENTRO,83430000,"-25.306\,-49.055",2023-01-06T04:57:16.774Z
487222,293010,BA,SENHOR DO BONFIM,"Posto Cadastro Único ",,,Baraão do Cotejipe 158,158,,,Centro,48970000,"-10.463\,-40.191",2023-01-06T04:57:16.864Z
487223,240090,RN,ANTÔNIO MARTINS,Cadastro Unico,,,Senador Joaquim Inacio 353,353,,Em frente a EMATER,Centro,59870000,"-6.216095073532528\,-37.88929224014283",2023-01-06T04:57:16.774Z
487224,261100,PE,PETROLÂNDIA,CADASTRO ÚNICO DE PETROLÃNDIA,,,SABINO COSTA 00,00,QUADRA 8,,CENTRO,56460000,"-8.97865053157915\,-38.22127997875214",2023-01-06T04:57:16.774Z
487225,351440,SP,DRACENA,CAD-UNICO,,,Euclides da Cunha 377,377,,,CENTRO,17900000,"-21.486276671976785\,-51.53233766555787",2023-01-06T04:57:16.864Z
487227,410400,PR,CAMPINA GRANDE DO SUL,Centro de Atenção e Inclusão Social (CAIS) Área Rural - Ribeirão Grande,,,Zacarias Santana 328,328,Ribeirão Grande,,Ribeirão Grande,83430000,"-25.306\,-49.055",2023-01-06T04:57:16.696Z
487229,260450,PE,CHÃ GRANDE,"CADASTRO ",,,JOSÉ TRAJANO LOPES 54,54,,ENTRE A CRECHE E O CCI,Augusto Davi,55636000,"-8.24589387176139\,-35.45833110809327",2023-01-06T04:57:16.864Z
487230,210540,MA,ITAPECURU MIRIM,CADASTRO ÚNICO,,,Senador Benedito Leite 485,485,,"Posto funcionando no Órgão Gestor ",CENTRO,65485000,"-3.394686543383669\,-44.357181787490845",2023-01-06T04:57:16.945Z
487231,290370,BA,BOA NOVA,cadastro Único/bolsa Família,,,DR ANTONIO  MARQUES FILHO 06,06,,ACADEMIA DE SAÚDE,DIOCLESIO COELHO DA SILVA,45250000,"-14.366353336044206\,-40.204038619667706",2023-01-06T04:57:16.945Z
487234,315500,MG,RIO DOCE,Posto de Cadastramento Único,,,Praça João Pereira da Silva 274,274,,,Centro,35442000,"-20.242\,-42.907",2023-01-06T04:57:16.945Z
487237,350830,SP,CABRÁLIA PAULISTA,SETOR DE CADASTRO ÚNICO,,,SEIS DE AGOSTO 536,536,,"PRÓXIMO A IGREJA MATRIZ ",CENTRO,17480000,"-22.456844503140395\,-49.339663982391365",2023-01-06T04:57:16.864Z
487238,250490,PB,CRUZ DO ESPÍRITO SANTO,"POSTO DE CADASTRO UNICO BOLSA FAMILIA ",,,PRACA DOS  TRES PODERES 00,00,,,CENTRO,58337000,"-7.15074660645205\,-35.1033878331299",2023-01-06T04:57:16.696Z
487239,353190,SP,MORRO AGUDO,Polo do Cadastro Único,,,Rua: José Jorge Junqueira 1134,1134,,Secretaria da Cidadania,Centro,14640000,"-20.733438709908498\,-48.057975769042976",2023-01-06T04:57:16.864Z
487242,261400,PE,SERRITA,Coordenação Municipal do Cadastro Unico e Programa Auxilio Brasil,,,FRANCISCO XAVIER 30,30,PREDIO,AO LADO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL,Centro,56140000,"-7.947065814228117\,-39.29273933172227",2023-01-06T04:57:16.864Z
487245,220095,PI,AROEIRAS DO ITAIM,Posto do Cadastro Unico Aroeiras,,,Aristarco Pereira 0,0,,,Centro,64612000,"-7.278697910569071\,-41.56694412231446",2023-01-06T04:57:16.696Z
487247,312825,MG,GUARACIAMA,POSTO DE CADASTRO ÚNICO GUARACIAMA,,,JOSÉ TAVARES 374,374,,,MARISTELA FIGUEIREDO,39397000,"-17.01132039817905\,-43.66825103759766",2023-01-06T04:57:16.696Z
487249,150405,PA,MÃE DO RIO,POSTO DO CADASTRO ÚNICO,,,PA 252 00,00,S/N,ANTIGO HOTEL AMAZONIA,SEVERINO OLIVEIRA,68675000,"-2.0511726690019074\,-47.55570745481237",2023-01-06T04:57:16.696Z
487250,421230,SC,PAULO LOPES,POSTO DE CADASTRO UNICO,,,JOSE PEREIRA DA SILVA 130,130,"PREFEITURA MUNICIPAL ","PREFEITURA MUNICIPAL DE PAULO LOPES-  JUNTO A SECRETARIA DE ASSISTÊNCIA SOCIAL ",CENTRO,88490000,"-27.96529017718643\,-48.681707382202156",2023-01-06T04:57:16.696Z
487251,231025,CE,PARAIPABA,Posto do Cadastro Único Paraipaba,,,ANTONIO TABOSA 89,89,,Próximo a DIGIPAPER.,Centro,62685000,"-3.437279311802682\,-39.146615266799934",2023-01-06T04:57:16.696Z
487252,353030,SP,MIRASSOL,SEÇÃO DE CADASTRO DE PROGRAMAS SOCIAIS,,,Dom Pedro II 2205,2205,,"Corpo de Bombeiros, INSS e Departamento de Saúde",Centro,15130029,"-20.817279712162623\,-49.51613187789918",2023-01-06T04:57:16.945Z
487254,210232,MA,BURITICUPU,Posto de Cadastro Único de Buriticupu,,,São Raimundo 17,17,,Próximo ao Material de Construção do Antonio.,Centro,65393000,"-4.315900018393652\,-46.34058952331543",2023-01-06T04:57:16.696Z
487260,251530,PB,SAPÉ,POSTO DE ATENDIMENTO DO BOLSA FAMÍLIA,,,AVENIDA GETULIO  VARGAS 194,194,CENTRO,,CENTRO,58340000,"-7.05529693899947\,-35.1975887907076",2023-01-06T04:57:16.696Z
487261,320060,ES,ARACRUZ,CADASTRO ÚNICO/PROGRAMA AUXÍLIO BRASIL,,,PROFESSOR LOBO 284,284,,AO LADO DO RDC,CENTRO,29190300,"-19.822346652908873\,-40.27325034141541",2023-01-06T04:57:16.945Z
487262,353570,SP,PARAÍSO,Casdastro Único,,,SÃO SEBASTIÃO 0,0,,CRAS,Centro,15825000,"-21.016\,-48.774",2023-01-06T04:57:16.945Z
487265,250850,PB,LIVRAMENTO,"Posto do Cadastro Único - CadÚnico ",,,Inácio Avelino Gonçalves 199,199,,,Centro,58690000,"-7.374\,-36.946",2023-01-06T04:57:16.696Z
487266,270870,AL,SÃO MIGUEL DOS MILAGRES,Cadastro único e Programa Bolsa Família,,,ADERBAL DA COSTA 00,00,,cras,PORTO DA RUA,57940000,"-9.24133477873008\,-35.3546690940857",2023-01-06T04:57:16.945Z
487267,353130,SP,MONTE ALTO,Centro Cadastro Único,,,JOSE LUIZ FRANCO DA ROCHA 143,143,,,CENTRO,15910000,"-21.261\,-48.496",2023-01-06T04:57:16.945Z
487268,510780,MT,SANTO ANTÔNIO DO LEVERGER,CAD. ÚNICO LEVERGER,,,Barão de Melgaço 01,01,,Ao lado do Restaurante largo dos Tarumeiros.,Centro,78180000,"-15.866\,-56.077",2023-01-06T04:57:16.696Z
487269,354680,SP,SANTA ISABEL,Central do Cadastro Único -CADÙNICO,,,Prefeito José Basilio de Alvarenga 1000,1000,,,Jardim Monte Serrat,07500000,"-23.312340730642635\,-46.23187959194183",2023-01-06T04:57:16.696Z
487270,291470,BA,ITABERABA,AGENCIA SOCIAL DE ITABERABA POSTO DO CADASTRO UNICO,,,JOAO ALMEIDA MASCARENHAS 18,18,CASA,PROXIMO CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL,CAITITU,46880000,"-12.524906496050829\,-40.29990898477991",2023-01-06T04:57:16.774Z
487271,210900,MA,PORTO FRANCO,POSTO DO CADASTRO ÚNICO DE PORTO FRANCO - MA,,,CAROLINA 00,00,,,JARDIM SÃO MANOEL,65790000,"-6.336177699004291\,-47.39386081695557",2023-01-06T04:57:16.774Z
487272,292540,BA,POTIRAGUÁ,Posto do Cadastro Único de Potiraguá,,,RUA MANOEL DE BRITO ALVES 58,58,CASA,PROXIMO A ANTIGA CESTA DO POVO,CENTRO,45790000,"-15.595\,-39.877",2023-01-06T04:57:16.864Z
487273,421880,SC,TURVO,POSTO DO CADASTRO UNICO,,,jorge lacerda 00,00,,,centro,88930000,"-28.9203792\,-49.6785204",2023-01-06T04:57:16.774Z
487275,353715,SP,PEDRINHAS PAULISTA,POSTO DO CADASTRO ÚNICO,,,DO TRABALHO 676,676,,,CENTRO,19865000,"-22.815\,-50.794",2023-01-06T04:57:17.039Z
487276,352780,SP,LUPÉRCIO,Posto de Atendimento do Cadastro Unico 1,,,Rua Luiz Reganhan 202,202,casa,Ao lado do destacamento da Policia Militar,Centro,17420000,"-22.41374616827434\,-49.81943607330323",2023-01-06T04:57:17.039Z
487279,353970,SP,PLATINA,Secretaria de Promoção Social Posto cadunico,,,Francisco Antonio da Costa 309,309,,,centro,19990000,"-22.63389659315985\,-50.205051898956306",2023-01-06T04:57:16.864Z
487280,355660,SP,VERA CRUZ,Postos do Cadastro Unico,,,Paulista 1509,1509,,,centro,17560000,"-22.227236303026917\,-49.816796779632575",2023-01-06T04:57:16.864Z
487281,251300,PB,SALGADINHO,"Posto do Cadastro Único - CadÚnico ",,,Marcolino Guimarães Bento 00,00,,,Centro,58650000,"-7.103\,-36.845",2023-01-06T04:57:16.774Z
487283,313600,MG,JOAÍMA,Posto do Cadastro Único - CADUNICO,,,Osvaldo Cruz 00,00,,,CENTRO,39890000,"-16.653029365470413\,-41.02585673332215",2023-01-06T04:57:16.774Z
487284,292290,BA,NOVA SOURE,Posto do Cadastro Único,,,Natuba 0,0,,,centro,48460000,"-11.233\,-38.483",2023-01-06T04:57:16.696Z
487286,430511,RS,CENTENÁRIO,POSTO DE CADASTRAMENTO DO CADASTRO ÚNICO,,,ANTONIO MENEGATTI 845,845,,PREFEITURA MUNICIPAL,CENTRO,99838000,"-27.76100708145168\,-51.99816226959229",2023-01-06T04:57:16.774Z
487287,210515,MA,IGARAPÉ DO MEIO,"POSTO DE CADASTRO ÚNICO ",,,NAGIB HAIKEL 00,00,,,CENTRO,65345000,"-3.6421945277368697\,-45.1879906654358",2023-01-06T04:57:16.696Z
487290,350460,SP,BADY BASSITT,"Posto do Cadastro Único de Bady Bassitt ",,,Gastão Vidigal 2075,2075,,Antiga casa do Conselho tutelar,Centro,15115000,"-20.918\,-49.445",2023-01-06T04:57:16.696Z
487291,520970,GO,HIDROLÂNDIA,Cadastro Único,,,GOIANIA 1001,1001,,PROXIMO AO BRADESCO,CENTRO,75340000,"-16.992729412210664\,-49.20544624328613",2023-01-06T04:57:16.864Z
487292,210340,MA,COELHO NETO,CADASTRO ÚNICO COELHO NETO,,,SANTO ANTÔNIO 0,0,,,CENTRO,65620000,"-4.2583189902752085\,-43.014280200004585",2023-01-06T04:57:16.774Z
487294,292400,BA,PAULO AFONSO,POSTO DO CADASTRO UNICO- CENTRO,,,FLORIANO PEIXOTO 1035,1035,,,CENTRO,48601210,"-9.39988846465487\,-38.22442531607522",2023-01-06T04:57:16.696Z
487295,410400,PR,CAMPINA GRANDE DO SUL," CENTRO DE ARTES E ESPORTES UNIFICADO DEONYSIO ZANETTI",,,LUCÍDIO FLORENCIO RIBEIRO 699,699,PRAÇA CEU,,JARDIM FLORIDA,83430000,"-25.364968067016477\,-49.105217456817634",2023-01-06T04:57:16.696Z
487296,315000,MG,PESCADOR,POSTO CADASTRO UNICO,,,PEDRO CANÁRIO 166,166,,,CENTRO,35114000,"-18.357\,-41.598",2023-01-06T04:57:16.696Z
487297,250160,PB,BARRA DE SANTA ROSA,Posto  do Cadastro Unico,,,HUMBERTO DE ALENCAR CASTELO BRANCO 17,17,,Prédio da antigo TELPA,centro,58170000,"-6.725451455652654\,-36.05457544326783",2023-01-06T04:57:16.864Z
487299,210955,MA,RIBAMAR FIQUENE,Posto do Cadastro Único - CadÚnico,,,Principal 0,0,,,Centro,65938000,"-5.9295146741893126\,-47.38562107086182",2023-01-06T04:57:16.696Z
487300,230190,CE,BARBALHA,Programa Bolsa Família - Barbalha,,,Pio Sampaio 499,499,,,Cirolândia,63180000,"-7.305\,-39.302",2023-01-06T04:57:16.696Z
487301,315710,MG,SALTO DA DIVISA,POSTO CADASTRO UNICO,,,MARIA CLARINDA 265,265,,,CENTRO,39925000,"-15.997057789718001\,-39.94680404663087",2023-01-06T04:57:16.696Z
487302,290890,BA,CORAÇÃO DE MARIA,PMCM - Secretaria Municipal de Assistência Social - CadÚnico,,,CECILIO BATISTA MARQUES 86,86,CASA,Ao lado Secretaria de Agricultura,CENTRO,44250000,"-12.247407159161435\,-38.74716997146607",2023-01-06T04:57:16.696Z
487304,210845,MA,PERITORÓ,POSTO DO CADASTRO UNICO,,,SETE DE SETEMBRO 102,102,,,FILIPINHO,65418000,"-4.372711801137797\,-44.32680308818818",2023-01-06T04:57:16.696Z
487305,150410,PA,MAGALHÃES BARATA,Cadastro Único/ Bolsa Familia,,,GRATULIANO SILVA 0,0,,,CENTRO,68722000,"-0.795\,-47.598",2023-01-06T04:57:16.696Z
487306,240040,RN,ÁGUA NOVA,CADASTRO ÚNICO - ÁGUA NOVA,,,José Bezerra 277,277,,PRÓXIMO AO CRAS,CENTRO,59995000,"-6.205514536447115\,-38.291001319885254",2023-01-06T04:57:16.696Z
487308,290280,BA,BARRA DA ESTIVA,"Posto de Cadastro Único ",,,Francisco Santana Sobrinho 0,0,,"Secretaria Municipal de Assitência Social ",Alto da Barra,46650000,"-13.62367415922399\,-41.327127814292915",2023-01-06T04:57:16.774Z
487309,510600,MT,NORTELÂNDIA,CADASTRO ÚNICO,,,ADEMAR DE BARROS 1108,1108,,"ANTIGA ESCOLA TANCREDO DE ALMEIDA NEVES ",CENTRO,78430000,"-14.452394721048913\,-56.80168151870021",2023-01-06T04:57:16.774Z
487310,290280,BA,BARRA DA ESTIVA,Posto de Cadastro Único - Distrito de  São Jorge,,,DISTRITO DE SÃO JORGE 00,00,,"ANTIGA ESCOLA ",Centro,46650000,"-13.7623954\,-41.0339463",2023-01-06T04:57:16.774Z
487311,292400,BA,PAULO AFONSO,POSTO DO CADASTRO UNICO- BTN II,,,PADRE LOURENÇO 1651,1651,,,BTN II,48609140,"-9.445505830931879\,-38.21735858917236",2023-01-06T04:57:16.696Z
487312,110005,RO,CEREJEIRAS,Cadastro Único de Cerejeiras,,,Panamá 950,950,Prédio Escolar,Antiga Escola Jorge Teixeira.,Primavera,76997000,"-13.192902726332795\,-60.829318870346476",2023-01-06T04:57:16.774Z
487315,354640,SP,SANTA CRUZ DO RIO PARDO,"Prefeitura de Santa Cruz do Rio Pardo - Cadunico ",,,Oscar Rosa 14,14,,Antigo SESI,Vila Popular,18915434,"-22.9103136281623\,-49.616274833679206",2023-01-06T04:57:16.774Z
487318,410480,PR,CASCAVEL,Gestão do Cadastro Único,,,PERNAMBUCO 1900,1900,,AO LADO DA PREFEITURA DE CASCAVEL,CENTRO,85810021,"-24.952072686700507\,-53.47888112068177",2023-01-06T04:57:16.774Z
487319,150720,PA,SÃO DOMINGOS DO CAPIM,CADASTRO ÚNICO SEMAS,,,DR. LAURO SODRÉ 482,482,SECRETARIA DE ASSISTENCIA SOCIAL,ORLA DA CIDADE,CENTRO,69635000,"-1.6744256273660025\,-47.77245998382569",2023-01-06T04:57:16.774Z
487325,210050,MA,ALTO PARNAÍBA,Posto de Atendimento do Cad Único,,,Rio Parnaíba 000,000,,,CENTRO,65810000,"-9.113224699361387\,-45.92970848054392",2023-01-06T04:57:16.774Z
487328,500769,MS,SÃO GABRIEL DO OESTE,Posto do Cadastro Único,,,DOS PATOS 870,870,,,JARDIM GRAMADO,79490000,"-19.3836236685727\,-54.58269596099854",2023-01-06T04:57:16.774Z
487330,320490,ES,SÃO MATEUS,Cadastro Único e Bolsa Família,,,Dr. Ademar de Oliveira Neves 100,100,,No antigo prédio do Corpo de Bombeiros,Boa Vista,29931110,"-18.721271638761692\,-39.860973358154304",2023-01-06T04:57:16.774Z
487334,210750,MA,PAÇO DO LUMIAR,POSTO DE CADASTRO  DO CADUNICO - ÓRGÃO GESTOR,,,ESTRADA DE RIBAMAR 0,0,,,VILA NAZARÉ,65137000,"-2.5518169\,-44.1691723",2023-01-06T04:57:16.774Z
487335,351330,SP,CRUZÁLIA,Posto Cadastro Unico - Secretaria Municipal de Assistência Social,,,Rua Sarah David Schwarz 92,92,Prédio,Próximo ao Cristo Redentor,Centro,19860000,"-22.677\,-50.794",2023-01-06T04:57:16.945Z
487336,210190,MA,BEQUIMÃO,POSTO DO CADASTRO ÚNICO,,,Praça Dois de Novembro 2,2,Centro Administrativo,,Centro,65248000,"-2.449\,-44.783",2023-01-06T04:57:16.945Z
487337,355395,SP,TARUMÃ,Central de Cadastro Único,,,Pará 143,143,Fundos,Próximo ao Psf Centro .,Estados,19820000,"-22.747372244925586\,-50.57249307632447",2023-01-06T04:57:16.696Z
487339,240650,RN,LAGOA NOVA,POSTO DO CADASTRO ÚNICO,,,MONSENHOR PAULO HERÔNCIO 455,455,,,CENTRO,59390000,"-6.096\,-36.469",2023-01-06T04:57:16.696Z
